ID	website	job_function	category_name	category_id	ADD_BY	by_k_means_cluster	is_mutiple
932	page personnel	Engineering & Manufacturing ( Six Sigma, Lean, Process Improvement)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8		5	
933	page personnel	Engineering & Manufacturing ( Mechanical)	Engineering (Mechanical)	f6		5	
934	page personnel	Digital ( Content)	E-commerce (Others)	e18		0	
935	page personnel	Digital ( Online Marketing Management)	Marketing / Public Relations (Digital Marketing)	k1		10	
936	page personnel	Digital ( Ecommerce)	E-commerce (Others)	e18		0	
937	page personnel	Digital ( Design)	Design (Others)	e12		14	
938	page personnel	Digital ( Web Analytics)	Information Technology (IT) (IT - Webmaster / SEO)	h6		0	
939	page personnel	Digital ( Social Media)	E-commerce (Others)	e18		1	
940	page personnel	Digital ( User Experience)	E-commerce (Others)	e18		0	
941	page personnel	Digital ( Digital / Web Design)	Design (Web Designer)	e11		0	
942	page personnel	Digital ( SEM)	E-commerce (Others)	e18		0	
943	page personnel	Digital ( Email & eCRM)	E-commerce (Others)	e18		0	
944	page personnel	Digital ( SEO)	E-commerce (Others)	e18		0	
945	adecco	Accounting	Accounting (Accountant)	a1		22	
946	adecco	Admin & HR	Admin & HR (Others)	b11		0	
947	adecco	Banking / Finance	Banking / Finance (Others)	c21		2	
948	adecco	Beauty Care / Health	Beauty Care / Health (Others)	d5		17	
949	adecco	Building & Construction	Building & Construction (Others)	e4		12	
950	adecco	Design	Design (Others)	e12		14	
951	adecco	Education	Education (Others)	e23		11	
952	adecco	Engineering	Engineering (Others)	f8		5	
953	adecco	Others	Others (Others)	u8		12	
954	adecco	Events & Exhibition	Marketing / Public Relations (Public Relations - Event Management)	k9		17	
955	adecco	Hospitality / F & B	Hospitality / F & B (Others)	g5		21	
956	adecco	Information Technology (I.T.)	Information Technology (IT) (Others)	h20		8	
957	adecco	Insurance	Insurance (Others)	i5		18	
958	adecco	Management	Marketing / Public Relations (Management)	k2		10	
959	adecco	Manufacturing	Manufacturing (Others)	j9		5	
960	adecco	Marketing / Public Relations	Marketing / Public Relations (Management)	k2		6	
961	adecco	Media & Advertising	Media & Advertising (Others)	l10		1	
962	adecco	Japanese Speaking	Others (Others)	u8		9	
963	adecco	Medical Services	Medical Services (Others)	m7		20	
964	adecco	Merchandising & Purchasing	Merchandising & Purchasing (Others)	n16		3	
965	adecco	Professional Services	Others (Others)	u8		7	?
966	adecco	Property / Real Estate	Property / Real Estate (Property Management)	p2		23	
967	adecco	Public / Civil	Public / Civil (Others)	q5		6	
968	adecco	Sales, CS & Business Devpt	Sales, CS & Business Devpt (Others)	r15		6	
969	adecco	Sciences, Lab, R&D	Sciences, Lab, R&D (Others)	s8		7	
970	adecco	Transportation & Logistics	Transportation & Logistics (Others)	t12	Omar	24	
971	cpjobs	Accounting (Accountant)	Accounting (Accountant)	a1	Omar	22	
972	cpjobs	Accounting (Accounting / Finance Manager)	Accounting (Accounting Clerk / Supervisor)	a2	Omar	16	
973	cpjobs	Accounting (Accounts Clerk / Accounts Assistant)	Accounting (Accounting Clerk / Supervisor)	a2	Omar	16	
974	cpjobs	Accounting (Audit)	Accounting (Audit)	a3	Omar	22	
975	cpjobs	Accounting (Compliance)	Accounting (Others)	a12	Omar	22	
976	cpjobs	Accounting (Corporate Finance)	Accounting (Others)	a12	Omar	16	
977	cpjobs	Accounting (Credit Control)	Accounting (Credit Control)	a6	Omar	16	
978	cpjobs	Accounting (Financial Analyst)	Accounting (Financial Analyst)	a8	Omar	22	
979	cpjobs	Accounting (Financial Controller)	Accounting (Financial Controller)	a9	Omar	22	
980	cpjobs	Accounting (Management Consulting)	Accounting (Consulting)	a5	Omar	22	
981	cpjobs	Accounting (Senior Management)	Accounting (Accounting Clerk / Supervisor)	a2	Omar	22	
982	cpjobs	Accounting (Taxation)	Accounting (Taxation)	a10	Omar	22	
983	cpjobs	Accounting (Treasury)	Accounting (Treasurer)	a11	Omar	22	
984	cpjobs	Accounting (Others)	Accounting (Others)	a12	Omar	22	
985	cpjobs	Administration (Administration / Operation Manager)	Admin & HR (Administration / Operation Manager)	b1	Omar	13	
986	cpjobs	Administration (Clerical / Admin / Operation)	Admin & HR (Clerical / Admin Staff)	b2	Omar	13	
987	cpjobs	Administration (Personal Assistant / Executive Assistant)	Admin & HR (Personal / Executive Assistant)	b6	Omar	13	
988	cpjobs	Administration (Receptionist)	Admin & HR (Receptionist)	b7	Omar	13	
989	cpjobs	Administration (Secretary)	Admin & HR (Secretary)	b9	Omar	13	
990	cpjobs	Administration (Others)	Admin & HR (Others)	b11	Omar	13	
991	cpjobs	Banking / Finance (Account / Relationship Management)	Banking / Finance (Others)	c21	Omar	2	
992	cpjobs	Banking / Finance (Asset Management)	Banking / Finance (Asset Management)	c2	Omar	2	
993	cpjobs	Banking / Finance (Capital Markets)	Banking / Finance (Equities / Capital Markets)	c8	Omar	2	
994	cpjobs	Banking / Finance (Corporate Banking)	Banking / Finance (Corporate Banking)	c3	Omar	2	
995	cpjobs	Banking / Finance (Corporate Finance)	Banking / Finance (Corporate Finance)	c4	Omar	2	
996	cpjobs	Banking / Finance (Credit)	Banking / Finance (Credit Analysis / Approval)	c5	Omar	2	
997	cpjobs	Banking / Finance (Dealing / Trading)	Banking / Finance (Dealing & Trading)	c7	Omar	2	
998	cpjobs	Banking / Finance (Debt / Fixed Income)	Banking / Finance (Others)	c21	Omar	2	
999	cpjobs	Banking / Finance (Derivatives / Equities)	Banking / Finance (Equities / Capital Markets)	c8	Omar	2	
1000	cpjobs	Banking / Finance (Fund Management / Hedge Fund)	Banking / Finance (Fund Management)	c10	Omar	2	
1001	cpjobs	Banking / Finance (FX & Money Markets)	Banking / Finance (Others)	c21	Omar	2	
1002	cpjobs	Banking / Finance (General / Operations)	Banking / Finance (Others)	c21	Omar	2	
1003	cpjobs	Banking / Finance (Investment & Securities)	Banking / Finance (Investment)	c11	Omar	2	
1004	cpjobs	Banking / Finance (Investment Banking / M & A)	Banking / Finance (Investment)	c11	Omar	2	
1005	cpjobs	Banking / Finance (Investor Relations)	Banking / Finance (Investment)	c11	Omar	2	
1006	cpjobs	Banking / Finance (Legal / Compliance)	Professional Services (Legal & Compliance)	o4	Omar	2	
1007	cpjobs	Banking / Finance (Loan / Mortgage)	Banking / Finance (Loan)	c12	Omar	2	#
1008	cpjobs	Banking / Finance (Private Banking / Wealth Management)	Banking / Finance (Private Banking)	c15	Omar	2	
1009	cpjobs	Banking / Finance (Private Equity / Venture Capital)	Banking / Finance (Equities / Capital Markets)	c8	Omar	2	
1010	cpjobs	Banking / Finance (Project Management)	Banking / Finance (Project Finance)	c16	Omar	2	
1011	cpjobs	Banking / Finance (Research / Analysis)	Banking / Finance (Analyst)	c1	Omar	2	
1012	cpjobs	Banking / Finance (Retail Banking / Branch Banking)	Banking / Finance (Retail Banking)	c18	Omar	2	
1013	cpjobs	Banking / Finance (Risk Management)	Banking / Finance (Risk Management)	c17	Omar	2	
1014	cpjobs	Banking / Finance (Treasury)	Banking / Finance (Treasury)	c19	Omar	2	
1015	cpjobs	Banking / Finance (Others)	Banking / Finance (Others)	c21	Omar	2	
1016	cpjobs	Catering / Hospitality (Bartender / Barmaid / Sommelier)	Hospitality / F & B (Food & Beverage)	g1	Omar	21	
1017	cpjobs	Catering / Hospitality (Cashier)	Hospitality / F & B (Others)	g5	Omar	21	
1018	cpjobs	Catering / Hospitality (Catering Service)	Hospitality / F & B (Food & Beverage)	g1	Omar	21	
1019	cpjobs	Catering / Hospitality (Chef / Cook)	Hospitality / F & B (Food & Beverage)	g1	Omar	21	
1020	cpjobs	Catering / Hospitality (Cleaner / Dishwasher / Kitchen Worker)	Hospitality / F & B (Others)	g5	Omar	21	
1021	cpjobs	Catering / Hospitality (Customer Service / Ambassador)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Omar	21	
1022	cpjobs	Catering / Hospitality (Food & Beverage)	Hospitality / F & B (Food & Beverage)	g1	Omar	21	
1023	cpjobs	Catering / Hospitality (Front Desk / Front Office)	Hospitality / F & B (Others)	g5	Omar	21	
1024	cpjobs	Catering / Hospitality (Housekeeping / Room Attendant)	Hospitality / F & B (Hospitality / Hotel Services)	g2	Omar	21	
1025	cpjobs	Catering / Hospitality (Restaurant / Store Manager)	Hospitality / F & B (Food & Beverage)	g1	Omar	21	
1026	cpjobs	Catering / Hospitality (Waiter / Waitress)	Hospitality / F & B (Food & Beverage)	g1	Omar	21	
1027	cpjobs	Catering / Hospitality (Others)	Hospitality / F & B (Others)	g5	Omar	21	
1028	cpjobs	Construction / Property (Architect)	Building & Construction (Architectural Services)	e1	Omar	23	
1029	cpjobs	Construction / Property (Building & Construction)	Building & Construction (Building / Construction / QS)	e2	Omar	23	?
1030	cpjobs	Construction / Property (Civil / Structural Engineering)	Building & Construction (Civil / Structural)	e3	Omar	23	?
1031	cpjobs	Construction / Property (Electrical & Mechanical Engineering)	Building & Construction (Others)	e4	Omar	23	?
1032	cpjobs	Construction / Property (Extraction & Mining)	Building & Construction (Others)	e4	Omar	23	?
1033	cpjobs	Construction / Property (Operations / Facility / Property Management)	Building & Construction (Others)	e4	Omar	23	?
1034	cpjobs	Construction / Property (Project Management)	Building & Construction (Others)	e4	Omar	23	?
1035	cpjobs	Construction / Property (Property Agency)	Property / Real Estate (Property Consultancy)	p1	Omar	23	?
1036	cpjobs	Construction / Property (Quantity Surveying / Quality Assurance)	Building & Construction (Building / Construction / QS)	e2	Omar	23	?
1037	cpjobs	Construction / Property (Residential / Commercial Leasing)	Property / Real Estate (Property Consultancy)	p1	Omar	23	?
1038	cpjobs	Construction / Property (Site Management)	Building & Construction (Others)	e4	Omar	23	?
1039	cpjobs	Construction / Property (Surveying / Valuations / Investment)	Building & Construction (Building / Construction / QS)	e2	Omar	23	?
1040	cpjobs	Construction / Property (Trades & Skilled Labor)	Building & Construction (Others)	e4	Omar	23	?
1041	cpjobs	Construction / Property (Others)	Building & Construction (Others)	e4	Omar	23	?
1042	cpjobs	Design (Fashion Design)	Design (Fashion)	e5	Omar	14	
1043	cpjobs	Design (Graphic Design)	Design (Graphics)	e6	Omar	14	
1044	cpjobs	Design (Interior Design)	Design (Interior)	e8	Omar	14	
1045	cpjobs	Design (Product / Industrial Design)	Design (Industrial / Product)	e7	Omar	14	
1046	cpjobs	Design (Visual Merchandiser)	Design (Visual Merchandising)	e10	Omar	14	
1047	cpjobs	Design (Web / Multi-media Design)	Design (Web Designer)	e11	Omar	14	
1048	cpjobs	Design (Others)	Design (Others)	e12	Omar	14	
1049	cpjobs	Digital / Web / Mobile (App Development)	Information Technology (IT) (Software Development)	h14	Omar	0	
1050	cpjobs	Digital / Web / Mobile (Customer Relationship Management (CRM))	Marketing / Public Relations (Others)	k11	Omar	10	
1051	cpjobs	Digital / Web / Mobile (Digital Marketing / Social Media)	Marketing / Public Relations (Digital Marketing)	k1	Omar	0	
1052	cpjobs	Digital / Web / Mobile (Game Development)	Information Technology (IT) (Software Development)	h14	Omar	0	
1053	cpjobs	Digital / Web / Mobile (Usability (UI/UX))	Information Technology (IT) (UI/UX Designer)	h19	Omar	0	
1054	cpjobs	Digital / Web / Mobile (Web Analytics)	Information Technology (IT) (Product Management / Business Analyst)	h12	Omar	0	
1055	cpjobs	Digital / Web / Mobile (Webmaster / SEO)	Information Technology (IT) (IT - Webmaster / SEO)	h6	Omar	0	
1056	cpjobs	Digital / Web / Mobile (Others)	E-commerce (Others)	e18	Omar	0	
1057	cpjobs	Education / Training (Childcare)	Education (Others)	e23	Omar	11	
1058	cpjobs	Education / Training (Library Services)	Education (Librarian)	e20	Omar	11	
1059	cpjobs	Education / Training (Management - Schools / University / Vocational)	Education (Others)	e23	Omar	10	
1060	cpjobs	Education / Training (Teacher - Early Child)	Education (Teacher)	e21	Omar	11	
1061	cpjobs	Education / Training (Teacher - Higher Education)	Education (Teacher)	e21	Omar	11	
1062	cpjobs	Education / Training (Teacher - Primary / Secondary)	Education (Teacher)	e21	Omar	11	
1063	cpjobs	Education / Training (Teacher - Special Needs)	Education (Teacher)	e21	Omar	11	
1064	cpjobs	Education / Training (Teacher - Tertiary / Vocational)	Education (Teacher)	e21	Omar	11	
1065	cpjobs	Education / Training (Training & Development)	Education (Others)	e23	Omar	11	
1066	cpjobs	Education / Training (Tutor / Teaching Assistant)	Education (Tutor / Instructor)	e22	Omar	11	
1067	cpjobs	Education / Training (Others)	Education (Others)	e23	Omar	11	
1068	cpjobs	Engineering (Chemical Engineering)	Engineering (Chemical)	f1	Omar	5	
1069	cpjobs	Engineering (Draftsman / CAD)	Engineering (Draftsman)	f2	Omar	5	
1070	cpjobs	Engineering (Electrical / Electronic Engineering)	Engineering (Electrical / Electronics)	f3	Omar	5	
1071	cpjobs	Engineering (Engineering Project Management)	Engineering (Engineering Project Management)	f4	Omar	5	
1072	cpjobs	Engineering (Industrial Engineering)	Engineering (Others)	f8	Omar	5	
1073	cpjobs	Engineering (Materials Handling Engineering)	Engineering (Others)	f8	Omar	5	
1074	cpjobs	Engineering (Mechanical Engineering)	Engineering (Mechanical)	f6	Omar	5	
1075	cpjobs	Engineering (Telecommunication / Wireless / Radio)	Engineering (Telecommunication / Wireless / Radio)	f7	Omar	0	
1076	cpjobs	Engineering (Others)	Engineering (Others)	f8	Omar	5	
1077	cpjobs	Government / Social Service (Community Services / Non-profit Organisations)	Public / Civil (Social Services - Community / Non-profit Organization)	q3	Omar	4	
1078	cpjobs	Government / Social Service (Counselling / Social Work)	Public / Civil (Counseling)	q2	Omar	6	
1079	cpjobs	Government / Social Service (Fund Raising)	Public / Civil (Social Services - Community / Non-profit Organization)	q3	Omar	4	
1080	cpjobs	Government / Social Service (Government)	Public / Civil (Civil Services)	q1	Omar	6	
1081	cpjobs	Government / Social Service (Project / Program Development)	Public / Civil (Others)	q5	Omar	6	
1082	cpjobs	Government / Social Service (Others)	Public / Civil (Others)	q5	Omar	12	
1083	cpjobs	Health / Fitness / Beauty Care / Recreation (Beauty Care Services)	Beauty Care / Health (Beautician)	d2	Omar	17	
1084	cpjobs	Health / Fitness / Beauty Care / Recreation (Health Care Service)	Beauty Care / Health (Others)	d5	Omar	17	
1085	cpjobs	Health / Fitness / Beauty Care / Recreation (Nutrition)	Beauty Care / Health (Nutritionist)	d3	Omar	17	
1086	cpjobs	Health / Fitness / Beauty Care / Recreation (Sales / Customer Services)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Omar	6	
1087	cpjobs	Health / Fitness / Beauty Care / Recreation (Spa / Massage)	Beauty Care / Health (Others)	d5	Omar	17	
1088	cpjobs	Health / Fitness / Beauty Care / Recreation (Sports / Fitness / Recreation)	Beauty Care / Health (Athletics / Fitness / Sports & Recreation)	d1	Omar	17	
1089	cpjobs	Health / Fitness / Beauty Care / Recreation (Therapy)	Beauty Care / Health (Therapist)	d4	Omar	17	
1090	cpjobs	Health / Fitness / Beauty Care / Recreation (Others)	Beauty Care / Health (Others)	d5	Omar	17	
1091	cpjobs	Human Resources (Compensation & Benefits)	Admin & HR (Compensation & Benefits)	b3	Omar	12	
1092	cpjobs	Human Resources (Employee Relations)	Admin & HR (Training & Development)	b10	Omar	12	
1093	cpjobs	Human Resources (Generalist HR)	Admin & HR (Administration / Operation Manager)	b1	Omar	0	
1094	cpjobs	Human Resources (HR Director / Manager)	Admin & HR (HR Director / Manager)	b4	Omar	0	
1095	cpjobs	Human Resources (HR Information System (HRIS))	Admin & HR (Others)	b11	Omar	0	
1096	cpjobs	Human Resources (Recruitment / Executive Search)	Admin & HR (Recruitment / Executive Search)	b8	Omar	12	
1097	cpjobs	Human Resources (Training & Development)	Admin & HR (Training & Development)	b10	Omar	0	
1098	cpjobs	Human Resources (Others)	Admin & HR (Others)	b11	Omar	12	
1099	cpjobs	Information Technology (Application Development)	Information Technology (IT) (Application Specialist - Software)	h2	Omar	8	
1100	cpjobs	Information Technology (Database Administrator (DBA))	Information Technology (IT) (DBA)	h4	Omar	8	
1101	cpjobs	Information Technology (Engineering - Hardware)	Information Technology (IT) (Hardware)	h5	Omar	8	
1102	cpjobs	Information Technology (Engineering - Network)	Information Technology (IT) (Application Specialist - Network)	h1	Omar	8	
1103	cpjobs	Information Technology (Help Desk / IT Support)	Information Technology (IT) (Support)	h15	Omar	9	
1104	cpjobs	Information Technology (IT Management)	Information Technology (IT) (IT Management)	h8	Omar	8	
1105	cpjobs	Information Technology (IT Project Management)	Information Technology (IT) (IT Project Management / Team Lead)	h9	Omar	8	
1106	cpjobs	Information Technology (Information Services)	Information Technology (IT) (Technical / Functional Consulting)	h16	Omar	8	
1107	cpjobs	Information Technology (Network / System Admin)	Information Technology (IT) (Network & System)	h11	Omar	8	
1108	cpjobs	Information Technology (Product Management / Development)	Information Technology (IT) (Product Management / Business Analyst)	h12	Omar	8	
1109	cpjobs	Information Technology (Sales - Pre / Post)	Information Technology (IT) (Others)	h20	Omar	8	
1110	cpjobs	Information Technology (Security / Audit)	Information Technology (IT) (IT Auditing)	h7	Omar	8	
1111	cpjobs	Information Technology (Software Development)	Information Technology (IT) (Software Development)	h14	Omar	8	
1112	cpjobs	Information Technology (System / Business Analyst)	Information Technology (IT) (Product Management / Business Analyst)	h12	Omar	8	
1113	cpjobs	Information Technology (System Architect)	Information Technology (IT) (Network & System)	h11	Omar	8	
1114	cpjobs	Information Technology (Team Leader)	Information Technology (IT) (IT Project Management / Team Lead)	h9	Omar	8	
1115	cpjobs	Information Technology (Technical Writing / Consulting)	Information Technology (IT) (Technical Writing)	h17	Omar	8	
1116	cpjobs	Information Technology (Telecommunication)	Information Technology (IT) (Technical / Functional Consulting)	h16	Omar	8	
1117	cpjobs	Information Technology (Testing)	Information Technology (IT) (Testing / QA)	h18	Omar	8	
1118	cpjobs	Information Technology (Others)	Information Technology (IT) (Others)	h20	Omar	8	
1119	cpjobs	Insurance (Actuarial)	Insurance (Actuarial)	i1	Omar	18	
1120	cpjobs	Insurance (Claims)	Insurance (Claims Officer)	i2	Omar	18	
1121	cpjobs	Insurance (Insurance Agent / Broker)	Insurance (Insurance Agent / Broker)	i3	Omar	18	
1122	cpjobs	Insurance (Underwriting)	Insurance (Underwriter)	i4	Omar	18	
1123	cpjobs	Insurance (Others)	Insurance (Others)	i5	Omar	18	
1124	cpjobs	Legal / Professional Services (Business Consultancy)	Professional Services (Legal & Compliance)	o4	Omar	7	
1125	cpjobs	Legal / Professional Services (Company Secretary)	Professional Services (Legal & Compliance)	o4	Omar	7	
1126	cpjobs	Legal / Professional Services (Lawyer / Legal Services)	Professional Services (Legal & Compliance)	o4	Omar	7	
1127	cpjobs	Legal / Professional Services (Legal & Compliance)	Professional Services (Legal & Compliance)	o4	Omar	7	
1128	cpjobs	Legal / Professional Services (Paralegal / Legal support)	Professional Services (Legal & Compliance)	o4	Omar	7	
1129	cpjobs	Legal / Professional Services (Solicitor / Attorney)	Professional Services (Legal & Compliance)	o4	Omar	7	
1130	cpjobs	Legal / Professional Services (Translation)	Professional Services (Legal & Compliance)	o4	Omar	7	
1131	cpjobs	Legal / Professional Services (Others)	Professional Services (Legal & Compliance)	o4	Omar	7	
1132	cpjobs	Logistics / Transportation (Aviation Services)	Transportation & Logistics (Aviation Services)	t2	Omar	24	
1133	cpjobs	Logistics / Transportation (Couriers / Drivers)	Transportation & Logistics (Others)	t12	Omar	24	
1134	cpjobs	Logistics / Transportation (Customer Services)	Sales, CS & Business Devpt (Customer Service - Supervisor/Officer)	r6	Omar	24	
1135	cpjobs	Logistics / Transportation (Freight / Cargo Forwarding)	Transportation & Logistics (Freight Forwarding)	t4	Omar	24	
1136	cpjobs	Logistics / Transportation (Planning & Analysis)	Transportation & Logistics (Others)	t12	Omar	24	
1137	cpjobs	Logistics / Transportation (Public Transportation)	Transportation & Logistics (Public Transportation)	t9	Omar	24	
1138	cpjobs	Logistics / Transportation (Sales / Business Development)	Transportation & Logistics (Others)	t12	Omar	6	
1139	cpjobs	Logistics / Transportation (Shipping)	Transportation & Logistics (Shipping)	t10	Omar	24	
1140	cpjobs	Logistics / Transportation (Supply Chain / Logistics)	Transportation & Logistics (Supply Chain)	t11	Omar	24	
1141	cpjobs	Logistics / Transportation (Warehousing / Storage / Distribution)	Transportation & Logistics (Inventory / Warehousing)	t6	Omar	24	
1142	cpjobs	Logistics / Transportation (General / Others)	Transportation & Logistics (Others)	t12	Omar	24	
1143	cpjobs	Management (General Management)	Management (General Management)	i6	Omar	10	
1144	cpjobs	Management (Top Executives (CEO, CFO, CTO, Director, MD))	Management (Top Executives (CEO, CFO, CTO, GM, MD etc.))	i8	Omar	15	
1145	cpjobs	Manufacturing (Operations Management)	Manufacturing (Manufacturing Management)	j4	Omar	10	
1146	cpjobs	Manufacturing (Printing)	Manufacturing (Printing)	j5	Omar	5	
1147	cpjobs	Manufacturing (Product Development / Product Management)	Manufacturing (Product Development / Management)	j6	Omar	10	
1148	cpjobs	Manufacturing (Production Planning / Control)	Manufacturing (Production Planning / Control)	j7	Omar	0	
1149	cpjobs	Manufacturing (Quality Assurance / Control)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Omar	0	
1150	cpjobs	Manufacturing (Others)	Manufacturing (Others)	j9	Omar	5	
1151	cpjobs	Marketing / Public Relations (Management)	Marketing / Public Relations (Management)	k2	Omar	6	
1152	cpjobs	Marketing / Public Relations (Marketing - Brand / Product Management)	Marketing / Public Relations (Marketing - Brand / Product Management)	k3	Omar	6	
1153	cpjobs	Marketing / Public Relations (Marketing - Communications)	Marketing / Public Relations (Marketing - Marketing Communication)	k7	Omar	6	
1154	cpjobs	Marketing / Public Relations (Marketing - Corporate Communications)	Marketing / Public Relations (Marketing - Marketing Communication)	k7	Omar	6	
1155	cpjobs	Marketing / Public Relations (Marketing - Customer / Trade Marketing)	Marketing / Public Relations (Others)	k11	Omar	6	
1156	cpjobs	Marketing / Public Relations (Marketing - Digital Marketing)	Marketing / Public Relations (Digital Marketing)	k1	Omar	6	
1157	cpjobs	Marketing / Public Relations (Marketing - General / Support)	Marketing / Public Relations (Public Relations - General / Support)	k10	Omar	6	
1158	cpjobs	Marketing / Public Relations (Marketing - Market Research)	Marketing / Public Relations (Marketing - Market Research)	k6	Omar	6	
1159	cpjobs	Marketing / Public Relations (Public Relation - Crisis Management)	Marketing / Public Relations (Management)	k2	Omar	6	
1160	cpjobs	Marketing / Public Relations (Public Relation - Events Management)	Marketing / Public Relations (Public Relations - Event Management)	k9	Omar	6	
1161	cpjobs	Marketing / Public Relations (Public Relation - General / Support)	Marketing / Public Relations (Public Relations - General / Support)	k10	Omar	6	
1162	cpjobs	Marketing / Public Relations (Public Relation - Media / Investor Relations)	Marketing / Public Relations (Others)	k11	Omar	6	
1163	cpjobs	Marketing / Public Relations (Others)	Marketing / Public Relations (Others)	k11	Omar	6	
1164	cpjobs	Media / Advertising (Agency Account Servicing)	Media & Advertising (Account Servicing)	l2	Omar	1	
1165	cpjobs	Media / Advertising (Broadcasting - TV / Radio)	Media & Advertising (Broadcasting - TV / Radio)	l3	Omar	1	
1166	cpjobs	Media / Advertising (Copy Writing)	Marketing / Public Relations (Public Relations - Copy-writing)	k8	Omar	1	
1167	cpjobs	Media / Advertising (Creative / Design)	Media & Advertising (Creative / Design)	l4	Omar	1	
1168	cpjobs	Media / Advertising (Editorial / Journalism)	Media & Advertising (Editorial / Journalism)	l1	Omar	1	
1169	cpjobs	Media / Advertising (Media / Advertising Sales)	Media & Advertising (Media Buying)	l5	Omar	1	
1170	cpjobs	Media / Advertising (Media Strategy / Plan / Buy)	Media & Advertising (Strategic Planning)	l9	Omar	1	
1171	cpjobs	Media / Advertising (Photography / Video)	Media & Advertising (Photography / Video)	l6	Omar	1	
1172	cpjobs	Media / Advertising (Print Media / Publishing)	Media & Advertising (Print Media)	l7	Omar	1	
1173	cpjobs	Media / Advertising (Production / Programming)	Media & Advertising (Production)	l8	Omar	1	
1174	cpjobs	Media / Advertising (Translation)	Professional Services (Translation)	o5	Omar	1	
1175	cpjobs	Media / Advertising (Others)	Media & Advertising (Others)	l10	Omar	1	
1176	cpjobs	Medical Services (Doctor / Practitioner / Surgeon)	Medical Services (Doctor / Practitioner / Surgeon)	m1	Omar	20	
1177	cpjobs	Medical Services (Medical Services Technician)	Medical Services (Medical Services Technician)	m2	Omar	20	
1178	cpjobs	Medical Services (Nursing)	Medical Services (Nursing)	m3	Omar	20	
1179	cpjobs	Medical Services (Pharmaceutical)	Medical Services (Pharmaceutical)	m4	Omar	20	
1180	cpjobs	Medical Services (Specialist)	Medical Services (Specialist)	m5	Omar	20	
1181	cpjobs	Medical Services (Therapist)	Medical Services (Therapist)	m6	Omar	20	
1182	cpjobs	Medical Services (Others)	Medical Services (Others)	m7	Omar	20	
1183	cpjobs	Merchandising / Purchasing (Merchandising - Electronics)	Merchandising & Purchasing (Electronics)	n1	Omar	3	
1184	cpjobs	Merchandising / Purchasing (Merchandising - Footwear / Handbag / Accessories)	Merchandising & Purchasing (Footwear)	n3	Omar	3	#
1185	cpjobs	Merchandising / Purchasing (Merchandising - Furniture / Appliances)	Merchandising & Purchasing (Furniture)	n4	Omar	3	#
1186	cpjobs	Merchandising / Purchasing (Merchandising - Garment / Apparel)	Manufacturing (Garment/ Textile)	j1	Omar	3	
1187	cpjobs	Merchandising / Purchasing (Merchandising - Stationery / Sundries)	Merchandising & Purchasing (Sundries)	n10	Omar	3	#
1188	cpjobs	Merchandising / Purchasing (Merchandising - Toys)	Merchandising & Purchasing (Toy)	n13	Omar	3	
1189	cpjobs	Merchandising / Purchasing (Merchandising - Watches / Jewellery)	Manufacturing (Jewelry)	j3	Omar	3	#
1190	cpjobs	Merchandising / Purchasing (Purchasing / Procurement / Sourcing)	Merchandising & Purchasing (Procurement / Purchasing / Sourcing)	n7	Omar	3	
1191	cpjobs	Merchandising / Purchasing (Others)	Merchandising & Purchasing (Others)	n16	Omar	3	
1192	cpjobs	Quality Control / Quality Assurance (ISO, International Organization of Standardization)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Omar	0	
1193	cpjobs	Quality Control / Quality Assurance (Quality Control & Assurance)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Omar	0	
1194	cpjobs	Quality Control / Quality Assurance (Testing)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Omar	0	
1195	cpjobs	Quality Control / Quality Assurance (Others)	Manufacturing (Quality Assurance, Control & Testing / ISO)	j8	Omar	12	
1196	cpjobs	Sales / Business Development / Customer Service (Account Servicing)	Sales, CS & Business Devpt (Account Servicing)	r1	Omar	6	
1197	cpjobs	Sales / Business Development / Customer Service (Business Development)	Sales, CS & Business Devpt (Business Development)	r2	Omar	6	
1198	cpjobs	Sales / Business Development / Customer Service (Channel / Distribution)	Sales, CS & Business Devpt (Channel / Distribution)	r4	Omar	6	
1199	cpjobs	Sales / Business Development / Customer Service (Customer service / Sales Support)	Sales, CS & Business Devpt (Call Centre)	r3	Omar	6	
1200	cpjobs	Sales / Business Development / Customer Service (Direct Sales)	Sales, CS & Business Devpt (Direct Sales)	r7	Omar	6	
1201	cpjobs	Sales / Business Development / Customer Service (Property Sales)	Sales, CS & Business Devpt (Sales - Real Estate)	r9	Omar	6	
1202	cpjobs	Sales / Business Development / Customer Service (Retail Sales)	Sales, CS & Business Devpt (Retail Sales)	r8	Omar	6	
1203	cpjobs	Sales / Business Development / Customer Service (Sales Engineer / Technical Sales)	Sales, CS & Business Devpt (Technical Sales / Sales Engineer)	r12	Omar	6	
1204	cpjobs	Sales / Business Development / Customer Service (Sales Management)	Sales, CS & Business Devpt (Customer Service - Manager)	r5	Omar	6	
